user_id,monetary,recency,frequency,cluster,cluster_name
37154755,100000,103,1,0,low-moderate-spending users
40296654,50000,94,1,5, low_spending users
45216119,10000,26,1,1,lowest-spending users
42536878,50000,3,1,5, low_spending users
29892619,20000,281,1,1,lowest-spending users
47127098,50000,251,1,5, low_spending users
41878949,10000,245,1,1,lowest-spending users
35880042,100000,241,1,0,low-moderate-spending users
53832524,30000,156,1,1,lowest-spending users
38966043,500000,96,1,4,high-spending users
41524128,100000,81,1,0,low-moderate-spending users
42501023,50000,30,1,5, low_spending users
52449928,20000,342,1,1,lowest-spending users
40642733,50000,331,1,5, low_spending users
44134925,10000,171,1,1,lowest-spending users
57835214,50000,110,1,5, low_spending users
48583548,30000,341,1,1,lowest-spending users
42944829,10000,340,1,1,lowest-spending users
38328578,50000,320,1,5, low_spending users
36184209,100000,226,1,0,low-moderate-spending users
55373468,20000,239,1,1,lowest-spending users
292770,100000,235,1,0,low-moderate-spending users
40353159,50000,198,1,5, low_spending users
45946926,20000,94,1,1,lowest-spending users
8245215,20000,87,1,1,lowest-spending users
36429982,100000,67,1,0,low-moderate-spending users
48816915,10000,49,1,1,lowest-spending users
53305392,30000,42,1,1,lowest-spending users
18534503,150000,307,2,0,low-moderate-spending users
49499355,10000,275,1,1,lowest-spending users
47920000,50000,156,1,5, low_spending users
38968791,200000,287,1,2,moderate-spending users
43414603,10000,259,1,1,lowest-spending users
47593334,60000,155,1,5, low_spending users
21447878,50000,14,1,5, low_spending users
47902974,20000,239,1,1,lowest-spending users
47643590,200000,232,1,2,moderate-spending users
45741585,20000,185,1,1,lowest-spending users
39923356,10000,45,1,1,lowest-spending users
49266984,10000,21,1,1,lowest-spending users
61433285,10000,2,1,1,lowest-spending users
53571852,50000,285,1,5, low_spending users
56641125,20000,193,1,1,lowest-spending users
46434310,20000,185,1,1,lowest-spending users
57724652,10000,143,1,1,lowest-spending users
45223464,50000,142,1,5, low_spending users
967948,200000,4,1,2,moderate-spending users
37048784,30000,323,1,1,lowest-spending users
36408734,10000,309,1,1,lowest-spending users
37346379,100000,212,1,0,low-moderate-spending users
42476274,20000,204,1,1,lowest-spending users
57517937,10000,144,1,1,lowest-spending users
40991231,10000,110,1,1,lowest-spending users
50741250,50000,100,1,5, low_spending users
13547281,20000,73,1,1,lowest-spending users
3890220,100000,328,1,0,low-moderate-spending users
43247244,50000,315,1,5, low_spending users
50401059,50000,291,1,5, low_spending users
51277771,20000,184,1,1,lowest-spending users
23766639,100000,156,1,0,low-moderate-spending users
54966493,20000,66,1,1,lowest-spending users
57099501,20000,54,1,1,lowest-spending users
40892820,50000,11,1,5, low_spending users
2651800,10000,333,1,1,lowest-spending users
48166855,50000,328,1,5, low_spending users
35783205,50000,316,1,5, low_spending users
52689753,10000,300,1,1,lowest-spending users
38945425,10000,271,1,1,lowest-spending users
41691255,10000,256,1,1,lowest-spending users
38454546,10000,67,1,1,lowest-spending users
60555746,20000,37,1,1,lowest-spending users
38450633,10000,7,1,1,lowest-spending users
33919245,10000,2,1,1,lowest-spending users
52694994,10000,252,1,1,lowest-spending users
55899332,20000,199,1,1,lowest-spending users
43721956,20000,148,1,1,lowest-spending users
38397772,10000,137,1,1,lowest-spending users
43140675,10000,94,1,1,lowest-spending users
49365962,20000,72,1,1,lowest-spending users
48518407,20000,144,1,1,lowest-spending users
46523255,20000,107,1,1,lowest-spending users
40442227,20000,61,1,1,lowest-spending users
30433860,100000,36,1,0,low-moderate-spending users
43127963,30000,29,1,1,lowest-spending users
51556860,200000,351,1,2,moderate-spending users
41233718,100000,320,1,0,low-moderate-spending users
47922493,20000,260,1,1,lowest-spending users
46854083,20000,206,1,1,lowest-spending users
44601124,200000,165,1,2,moderate-spending users
42965991,10000,168,1,1,lowest-spending users
41500255,10000,17,1,1,lowest-spending users
47008492,100000,164,1,0,low-moderate-spending users
38874041,50000,91,1,5, low_spending users
21321873,30000,79,1,1,lowest-spending users
4330425,50000,74,1,5, low_spending users
46031643,10000,45,1,1,lowest-spending users
7747274,50000,32,1,5, low_spending users
46387154,100000,328,1,0,low-moderate-spending users
39866897,50000,274,1,5, low_spending users
36801700,20000,268,1,1,lowest-spending users
39126369,20000,227,1,1,lowest-spending users
46459365,10000,151,1,1,lowest-spending users
47619179,20000,100,1,1,lowest-spending users
54631904,20000,93,1,1,lowest-spending users
1093979,50000,1,1,5, low_spending users
6379148,10000,306,1,1,lowest-spending users
5072072,100000,297,1,0,low-moderate-spending users
46354330,20000,228,1,1,lowest-spending users
36646936,100000,152,1,0,low-moderate-spending users
36643023,100000,142,1,0,low-moderate-spending users
41914014,20000,91,1,1,lowest-spending users
29196402,20000,47,1,1,lowest-spending users
44156917,50000,327,1,5, low_spending users
41778222,10000,297,1,1,lowest-spending users
52536148,20000,284,1,1,lowest-spending users
17974009,200000,231,1,2,moderate-spending users
49752190,20000,186,1,1,lowest-spending users
57315596,20000,143,1,1,lowest-spending users
35805873,50000,70,1,5, low_spending users
58492267,50000,59,1,5, low_spending users
46626555,20000,8,1,1,lowest-spending users
47383731,50000,22,1,5, low_spending users
31512000,30000,315,1,1,lowest-spending users
40134499,20000,157,1,1,lowest-spending users
5721488,100000,87,1,0,low-moderate-spending users
34189741,100000,47,1,0,low-moderate-spending users
15022500,100000,24,1,0,low-moderate-spending users
26766512,20000,1,1,1,lowest-spending users
2046855,30000,62,1,1,lowest-spending users
45258761,50000,37,1,5, low_spending users
39657311,100000,267,1,0,low-moderate-spending users
41268883,50000,210,1,5, low_spending users
1458272,30000,175,1,1,lowest-spending users
56678142,100000,160,1,0,low-moderate-spending users
40364543,20000,142,1,1,lowest-spending users
35800440,20000,136,1,1,lowest-spending users
53549147,50000,107,1,5, low_spending users
53140844,20000,88,1,1,lowest-spending users
40286438,50000,365,1,5, low_spending users
49460045,200000,325,1,2,moderate-spending users
46633963,10000,260,1,1,lowest-spending users
38961177,10000,217,1,1,lowest-spending users
52439457,100000,199,1,0,low-moderate-spending users
28499767,100000,155,1,0,low-moderate-spending users
14932616,50000,134,1,5, low_spending users
32730852,10000,84,1,1,lowest-spending users
50422370,50000,62,1,5, low_spending users
57224739,100000,33,1,0,low-moderate-spending users
42463210,20000,360,1,1,lowest-spending users
36966961,50000,291,1,5, low_spending users
51413188,50000,276,1,5, low_spending users
52901228,100000,141,1,0,low-moderate-spending users
48090144,10000,123,1,1,lowest-spending users
4956154,50000,122,1,5, low_spending users
41125726,10000,338,1,1,lowest-spending users
42339074,20000,268,1,1,lowest-spending users
16580530,20000,253,1,1,lowest-spending users
57813551,20000,143,1,1,lowest-spending users
33494062,20000,117,1,1,lowest-spending users
14558488,50000,99,1,5, low_spending users
59055240,10000,32,1,1,lowest-spending users
30531942,10000,327,1,1,lowest-spending users
44719867,20000,222,1,1,lowest-spending users
40287022,50000,292,1,5, low_spending users
51470640,10000,236,1,1,lowest-spending users
34755224,50000,231,1,5, low_spending users
46340699,20000,220,1,1,lowest-spending users
42744629,10000,220,1,1,lowest-spending users
38865236,50000,199,1,5, low_spending users
43276922,100000,154,1,0,low-moderate-spending users
41475054,10000,93,1,1,lowest-spending users
58531102,100000,67,1,0,low-moderate-spending users
10325465,10000,339,1,1,lowest-spending users
50962343,100000,179,1,0,low-moderate-spending users
41926789,10000,114,1,1,lowest-spending users
46676605,50000,65,1,5, low_spending users
2606556,10000,60,1,1,lowest-spending users
50702272,10000,336,1,1,lowest-spending users
52008143,10000,277,1,1,lowest-spending users
49481485,20000,273,1,1,lowest-spending users
34922291,30000,248,1,1,lowest-spending users
40138890,50000,240,1,5, low_spending users
35650622,50000,163,1,5, low_spending users
49632522,200000,139,1,2,moderate-spending users
39420297,50000,109,1,5, low_spending users
40220527,50000,342,1,5, low_spending users
49390021,300000,275,1,2,moderate-spending users
49365049,10000,267,1,1,lowest-spending users
42910508,30000,226,1,1,lowest-spending users
56751902,30000,38,1,1,lowest-spending users
58244768,20000,16,1,1,lowest-spending users
39975218,50000,16,1,5, low_spending users
44051347,20000,9,1,1,lowest-spending users
52347272,20000,358,1,1,lowest-spending users
23482784,50000,329,1,5, low_spending users
13838275,20000,277,1,1,lowest-spending users
48523233,50000,207,1,5, low_spending users
54158583,100000,205,1,0,low-moderate-spending users
27669876,50000,117,1,5, low_spending users
54760093,50000,92,1,5, low_spending users
54455757,50000,25,1,5, low_spending users
17469745,200000,344,1,2,moderate-spending users
53206729,50000,322,1,5, low_spending users
18215514,50000,322,1,5, low_spending users
35771100,10000,247,1,1,lowest-spending users
48570120,10000,231,1,1,lowest-spending users
52281819,20000,199,1,1,lowest-spending users
40190858,20000,139,1,1,lowest-spending users
53519721,50000,136,1,5, low_spending users
46130120,50000,63,1,5, low_spending users
59036282,50000,7,1,5, low_spending users
6629521,10000,276,1,1,lowest-spending users
44291438,20000,223,1,1,lowest-spending users
49883084,100000,176,1,0,low-moderate-spending users
57451070,10000,157,1,1,lowest-spending users
41586681,10000,38,1,1,lowest-spending users
16395876,20000,337,1,1,lowest-spending users
29783677,10000,308,1,1,lowest-spending users
10066290,20000,235,1,1,lowest-spending users
3945468,10000,216,1,1,lowest-spending users
46551865,20000,196,1,1,lowest-spending users
41674029,300000,157,1,2,moderate-spending users
42610841,10000,37,1,1,lowest-spending users
20793304,50000,351,1,5, low_spending users
41554593,10000,336,1,1,lowest-spending users
21738274,200000,28,2,2,moderate-spending users
3055397,10000,320,1,1,lowest-spending users
27071758,100000,172,1,0,low-moderate-spending users
43659569,50000,170,1,5, low_spending users
19771649,10000,125,1,1,lowest-spending users
54822131,50000,33,1,5, low_spending users
21523650,50000,20,1,5, low_spending users
39996251,100000,354,1,0,low-moderate-spending users
38639944,50000,308,1,5, low_spending users
47423565,30000,258,1,1,lowest-spending users
44407525,100000,170,1,0,low-moderate-spending users
51036990,50000,161,1,5, low_spending users
52066411,100000,147,1,0,low-moderate-spending users
45762750,10000,140,1,1,lowest-spending users
35226713,20000,120,1,1,lowest-spending users
57424063,20000,73,1,1,lowest-spending users
46615240,10000,45,1,1,lowest-spending users
44092973,10000,361,1,1,lowest-spending users
40580801,50000,350,1,5, low_spending users
50357627,20000,297,1,1,lowest-spending users
41621254,300000,172,1,2,moderate-spending users
1129794,30000,51,1,1,lowest-spending users
6448843,30000,351,1,1,lowest-spending users
50698402,50000,300,1,5, low_spending users
48065610,30000,166,1,1,lowest-spending users
36104799,20000,121,1,1,lowest-spending users
28750661,100000,113,1,0,low-moderate-spending users
10475941,50000,71,1,5, low_spending users
39406357,40000,61,1,5, low_spending users
32777261,10000,46,1,1,lowest-spending users
49528678,500000,34,1,4,high-spending users
33127817,200000,365,1,2,moderate-spending users
45824957,20000,321,1,1,lowest-spending users
54170591,50000,247,1,5, low_spending users
49541897,30000,202,1,1,lowest-spending users
42094025,20000,155,1,1,lowest-spending users
16046551,20000,72,1,1,lowest-spending users
36873642,10000,34,1,1,lowest-spending users
43071020,100000,305,1,0,low-moderate-spending users
45024810,50000,249,1,5, low_spending users
42085973,20000,86,1,1,lowest-spending users
48443969,20000,314,1,1,lowest-spending users
44368836,50000,270,1,5, low_spending users
15500435,20000,226,1,1,lowest-spending users
46062154,100000,208,1,0,low-moderate-spending users
44502020,10000,178,1,1,lowest-spending users
46222729,200000,150,1,2,moderate-spending users
35164635,50000,116,1,5, low_spending users
41556236,50000,71,1,5, low_spending users
54839655,20000,67,1,1,lowest-spending users
57165449,50000,48,1,5, low_spending users
47527280,200000,268,1,2,moderate-spending users
47828911,10000,241,1,1,lowest-spending users
39928912,100000,239,1,0,low-moderate-spending users
33591168,50000,186,1,5, low_spending users
41393148,50000,27,1,5, low_spending users
39921381,10000,1,1,1,lowest-spending users
9166478,30000,299,1,1,lowest-spending users
18761916,100000,280,1,0,low-moderate-spending users
55683858,100000,243,1,0,low-moderate-spending users
45652225,100000,196,1,0,low-moderate-spending users
46624500,20000,173,1,1,lowest-spending users
38647040,50000,169,1,5, low_spending users
51613880,50000,65,1,5, low_spending users
50832923,30000,322,1,1,lowest-spending users
47879024,20000,202,1,1,lowest-spending users
3372239,50000,182,1,5, low_spending users
34082588,50000,103,1,5, low_spending users
43359624,100000,38,1,0,low-moderate-spending users
54779054,30000,266,1,1,lowest-spending users
1638572,50000,183,1,5, low_spending users
38896643,50000,96,1,5, low_spending users
54401130,10000,93,1,1,lowest-spending users
51644225,10000,61,1,1,lowest-spending users
8098188,50000,33,1,5, low_spending users
60979203,10000,20,1,1,lowest-spending users
40674684,20000,362,1,1,lowest-spending users
25472114,20000,140,1,1,lowest-spending users
31377293,100000,139,1,0,low-moderate-spending users
7089348,10000,55,1,1,lowest-spending users
13796360,10000,47,1,1,lowest-spending users
46595941,50000,251,1,5, low_spending users
50488115,20000,172,1,1,lowest-spending users
39557297,100000,167,1,0,low-moderate-spending users
41973324,100000,143,1,0,low-moderate-spending users
21724769,20000,120,1,1,lowest-spending users
34416905,10000,99,1,1,lowest-spending users
40897082,10000,55,1,1,lowest-spending users
18081726,20000,351,1,1,lowest-spending users
43440079,30000,328,1,1,lowest-spending users
48466923,20000,318,1,1,lowest-spending users
53729802,50000,196,1,5, low_spending users
32685110,10000,52,1,1,lowest-spending users
45232701,50000,49,1,5, low_spending users
39670822,20000,41,1,1,lowest-spending users
52506367,100000,223,1,0,low-moderate-spending users
43716380,50000,98,1,5, low_spending users
48880968,10000,336,1,1,lowest-spending users
50582948,10000,344,1,1,lowest-spending users
46277144,10000,292,1,1,lowest-spending users
43761724,10000,287,1,1,lowest-spending users
44806213,20000,134,1,1,lowest-spending users
38873019,100000,113,1,0,low-moderate-spending users
45945512,10000,117,1,1,lowest-spending users
57669999,20000,8,1,1,lowest-spending users
43411005,10000,336,1,1,lowest-spending users
5450866,100000,287,1,0,low-moderate-spending users
51530059,100000,208,1,0,low-moderate-spending users
36938654,100000,147,1,0,low-moderate-spending users
45981533,10000,123,1,1,lowest-spending users
23151538,10000,39,1,1,lowest-spending users
48629891,20000,22,1,1,lowest-spending users
41213323,10000,3,1,1,lowest-spending users
37377451,20000,347,1,1,lowest-spending users
14153508,100000,337,1,0,low-moderate-spending users
48299441,100000,335,1,0,low-moderate-spending users
39796303,100000,260,1,0,low-moderate-spending users
47211420,100000,229,1,0,low-moderate-spending users
51266865,20000,62,1,1,lowest-spending users
30147552,50000,13,1,5, low_spending users
35966173,20000,339,1,1,lowest-spending users
43207771,20000,278,1,1,lowest-spending users
46920300,100000,297,1,0,low-moderate-spending users
44745340,100000,279,1,0,low-moderate-spending users
43385907,100000,247,1,0,low-moderate-spending users
44834746,100000,126,1,0,low-moderate-spending users
45585009,20000,121,1,1,lowest-spending users
20448536,100000,32,1,0,low-moderate-spending users
37456383,10000,2,1,1,lowest-spending users
46250549,10000,312,1,1,lowest-spending users
47950568,100000,201,1,0,low-moderate-spending users
4911394,50000,158,1,5, low_spending users
56589804,10000,150,1,1,lowest-spending users
57142698,50000,86,1,5, low_spending users
42112737,20000,57,1,1,lowest-spending users
49093943,50000,37,1,5, low_spending users
60078664,200000,37,1,2,moderate-spending users
36949059,20000,322,1,1,lowest-spending users
49626468,20000,304,1,1,lowest-spending users
16859991,50000,246,1,5, low_spending users
41168451,30000,242,1,1,lowest-spending users
40936707,50000,221,1,5, low_spending users
42126328,20000,128,1,1,lowest-spending users
56697080,50000,97,1,5, low_spending users
56267134,20000,44,1,1,lowest-spending users
36834037,50000,270,1,5, low_spending users
46910459,20000,232,1,1,lowest-spending users
32020088,50000,205,1,5, low_spending users
46919029,30000,197,1,1,lowest-spending users
50997995,20000,177,1,1,lowest-spending users
52645531,10000,130,1,1,lowest-spending users
56275186,50000,70,1,5, low_spending users
42154938,10000,42,1,1,lowest-spending users
44484476,50000,9,1,5, low_spending users
44040524,100000,272,1,0,low-moderate-spending users
48017352,20000,230,1,1,lowest-spending users
50668873,20000,191,1,1,lowest-spending users
41539090,50000,189,1,5, low_spending users
8083369,50000,181,1,5, low_spending users
47909638,10000,179,1,1,lowest-spending users
43775484,10000,46,1,1,lowest-spending users
38339976,100000,337,1,0,low-moderate-spending users
53128996,50000,281,1,5, low_spending users
51645081,10000,155,1,1,lowest-spending users
8929590,100000,130,1,0,low-moderate-spending users
47328998,10000,82,1,1,lowest-spending users
40470820,10000,41,1,1,lowest-spending users
47778818,50000,345,1,5, low_spending users
32957089,30000,333,1,1,lowest-spending users
24010606,100000,189,1,0,low-moderate-spending users
48130021,10000,138,1,1,lowest-spending users
40000393,50000,62,1,5, low_spending users
42471969,10000,358,1,1,lowest-spending users
49777116,20000,338,1,1,lowest-spending users
49457927,10000,249,1,1,lowest-spending users
49480649,60000,214,1,5, low_spending users
47775472,50000,146,1,5, low_spending users
58469874,10000,115,1,1,lowest-spending users
45657612,20000,78,1,1,lowest-spending users
43096387,50000,309,1,5, low_spending users
26313798,10000,305,1,1,lowest-spending users
50003436,20000,156,1,1,lowest-spending users
57018104,50000,124,1,5, low_spending users
42625239,500000,99,1,4,high-spending users
2528494,10000,309,1,1,lowest-spending users
39376221,500000,304,1,4,high-spending users
1784099,100000,240,1,0,low-moderate-spending users
46461821,50000,230,1,5, low_spending users
53640147,50000,211,1,5, low_spending users
39983897,50000,147,1,5, low_spending users
47627254,20000,95,1,1,lowest-spending users
6743023,200000,55,1,2,moderate-spending users
36055702,20000,338,1,1,lowest-spending users
14000868,50000,307,1,5, low_spending users
37854825,20000,268,1,1,lowest-spending users
46368196,50000,229,1,5, low_spending users
41329942,10000,215,1,1,lowest-spending users
54525621,100000,177,1,0,low-moderate-spending users
55190643,100000,116,1,0,low-moderate-spending users
58316816,10000,98,1,1,lowest-spending users
39804965,20000,298,1,1,lowest-spending users
13114232,10000,215,1,1,lowest-spending users
53318213,20000,11,1,1,lowest-spending users
49038635,20000,1,1,1,lowest-spending users
52510861,30000,332,1,1,lowest-spending users
41530600,20000,247,1,1,lowest-spending users
22922914,10000,185,1,1,lowest-spending users
53126025,20000,152,1,1,lowest-spending users
56418180,30000,40,1,1,lowest-spending users
30718236,100000,25,1,0,low-moderate-spending users
22037303,50000,1,1,5, low_spending users
35061017,50000,352,1,5, low_spending users
52790368,10000,291,1,1,lowest-spending users
20444311,50000,278,1,5, low_spending users
46311399,10000,138,1,1,lowest-spending users
54618542,40000,131,1,5, low_spending users
38378270,10000,37,1,1,lowest-spending users
45116205,50000,22,1,5, low_spending users
56922653,30000,8,1,1,lowest-spending users
34086017,50000,364,1,5, low_spending users
49406546,10000,304,1,1,lowest-spending users
47003503,100000,263,1,0,low-moderate-spending users
40101621,20000,225,1,1,lowest-spending users
52475945,50000,187,1,5, low_spending users
56636150,50000,173,1,5, low_spending users
40729597,10000,34,1,1,lowest-spending users
45366541,50000,14,1,5, low_spending users
44938318,100000,244,2,0,low-moderate-spending users
52770225,30000,245,1,1,lowest-spending users
27336157,50000,211,1,5, low_spending users
40773616,50000,186,1,5, low_spending users
26261833,50000,89,1,5, low_spending users
56208760,20000,82,1,1,lowest-spending users
50487574,100000,357,1,0,low-moderate-spending users
36897655,10000,319,1,1,lowest-spending users
51291196,100000,314,1,0,low-moderate-spending users
52486224,50000,295,1,5, low_spending users
42830096,100000,275,1,0,low-moderate-spending users
28771116,20000,273,1,1,lowest-spending users
42976691,20000,257,1,1,lowest-spending users
7590738,200000,197,1,2,moderate-spending users
667883,50000,121,1,5, low_spending users
1623673,50000,69,1,5, low_spending users
38341419,50000,53,1,5, low_spending users
52280199,100000,21,1,0,low-moderate-spending users
14825031,20000,353,1,1,lowest-spending users
48239086,10000,217,1,1,lowest-spending users
879753,50000,210,1,5, low_spending users
31803366,10000,156,1,1,lowest-spending users
41564503,20000,71,1,1,lowest-spending users
17137194,100000,250,1,0,low-moderate-spending users
51023940,10000,224,1,1,lowest-spending users
25484165,100000,188,1,0,low-moderate-spending users
52653583,50000,175,1,5, low_spending users
53358396,10000,154,1,1,lowest-spending users
43984629,10000,67,1,1,lowest-spending users
43041660,10000,41,1,1,lowest-spending users
10145640,50000,262,1,5, low_spending users
8693847,10000,91,1,1,lowest-spending users
50745521,100000,64,1,0,low-moderate-spending users
50164589,20000,362,1,1,lowest-spending users
49754958,20000,338,1,1,lowest-spending users
47126992,100000,306,1,0,low-moderate-spending users
35768143,200000,266,1,2,moderate-spending users
42866727,50000,205,1,5, low_spending users
55619384,10000,155,1,1,lowest-spending users
48292886,30000,146,1,1,lowest-spending users
46741408,20000,76,1,1,lowest-spending users
45932213,50000,4,1,5, low_spending users
42933419,50000,310,1,5, low_spending users
46280476,10000,133,1,1,lowest-spending users
42661094,30000,119,1,1,lowest-spending users
45875416,100000,92,1,0,low-moderate-spending users
7446691,200000,233,1,2,moderate-spending users
34733312,20000,163,1,1,lowest-spending users
46272112,20000,336,1,1,lowest-spending users
38858913,10000,315,1,1,lowest-spending users
20582619,10000,260,1,1,lowest-spending users
38700253,20000,242,1,1,lowest-spending users
43504464,20000,226,1,1,lowest-spending users
49028891,10000,217,1,1,lowest-spending users
50017147,30000,139,2,1,lowest-spending users
43744372,20000,163,1,1,lowest-spending users
39691214,20000,150,1,1,lowest-spending users
55544279,20000,122,1,1,lowest-spending users
50489881,20000,51,1,1,lowest-spending users
45318884,40000,282,1,5, low_spending users
40494733,20000,237,1,1,lowest-spending users
54441422,20000,181,1,1,lowest-spending users
36598483,50000,128,1,5, low_spending users
46952760,10000,116,1,1,lowest-spending users
50601946,20000,76,1,1,lowest-spending users
42770909,50000,69,1,5, low_spending users
48806593,50000,303,1,5, low_spending users
41301498,50000,265,1,5, low_spending users
51668178,50000,233,1,5, low_spending users
38688852,10000,202,1,1,lowest-spending users
56363839,20000,132,1,1,lowest-spending users
47275808,10000,108,1,1,lowest-spending users
57465643,20000,100,1,1,lowest-spending users
33127090,10000,26,1,1,lowest-spending users
9854291,100000,7,1,0,low-moderate-spending users
32929947,100000,354,1,0,low-moderate-spending users
52589155,10000,337,1,1,lowest-spending users
43512980,30000,349,1,1,lowest-spending users
39491704,100000,262,1,0,low-moderate-spending users
42734410,10000,11,1,1,lowest-spending users
13674534,50000,276,1,5, low_spending users
45397902,10000,270,1,1,lowest-spending users
45657323,20000,264,1,1,lowest-spending users
28171083,20000,241,1,1,lowest-spending users
42103494,20000,209,1,1,lowest-spending users
41790170,50000,175,1,5, low_spending users
52832778,300000,146,1,2,moderate-spending users
38455187,50000,141,1,5, low_spending users
48055059,100000,313,1,0,low-moderate-spending users
53930145,10000,246,1,1,lowest-spending users
46299145,30000,230,1,1,lowest-spending users
43506691,50000,201,1,5, low_spending users
57142054,10000,107,1,1,lowest-spending users
14163567,20000,6,1,1,lowest-spending users
32993173,100000,16,1,0,low-moderate-spending users
45819435,10000,76,1,1,lowest-spending users
38683419,50000,343,1,5, low_spending users
36634487,20000,338,1,1,lowest-spending users
45157768,10000,268,1,1,lowest-spending users
19388404,10000,1,1,1,lowest-spending users
49339141,50000,262,1,5, low_spending users
26735231,50000,226,1,5, low_spending users
15390869,20000,196,1,1,lowest-spending users
56008566,100000,110,1,0,low-moderate-spending users
32075276,20000,78,1,1,lowest-spending users
49923124,10000,4,1,1,lowest-spending users
9436224,10000,337,1,1,lowest-spending users
44527410,10000,226,1,1,lowest-spending users
42305091,10000,166,1,1,lowest-spending users
31778251,20000,133,1,1,lowest-spending users
44435016,20000,110,1,1,lowest-spending users
56239377,50000,71,1,5, low_spending users
42985928,100000,54,1,0,low-moderate-spending users
19538754,20000,317,1,1,lowest-spending users
54859489,10000,279,1,1,lowest-spending users
41096011,50000,149,1,5, low_spending users
49408704,50000,329,1,5, low_spending users
42351076,10000,320,1,1,lowest-spending users
43075288,200000,301,1,2,moderate-spending users
41845633,50000,272,1,5, low_spending users
49897508,50000,246,1,5, low_spending users
50457647,10000,186,1,1,lowest-spending users
45034734,20000,182,1,1,lowest-spending users
32313787,10000,87,1,1,lowest-spending users
55939913,50000,87,1,5, low_spending users
6962630,10000,55,1,1,lowest-spending users
44981458,10000,32,1,1,lowest-spending users
51573926,20000,20,1,1,lowest-spending users
7889309,100000,341,1,0,low-moderate-spending users
43025367,10000,327,1,1,lowest-spending users
46831129,30000,288,1,1,lowest-spending users
5147678,50000,287,1,5, low_spending users
42658804,20000,181,1,1,lowest-spending users
51063505,100000,129,1,0,low-moderate-spending users
34306924,50000,58,1,5, low_spending users
44102482,10000,57,1,1,lowest-spending users
59682097,20000,33,1,1,lowest-spending users
51720976,200000,365,1,2,moderate-spending users
16718443,20000,318,1,1,lowest-spending users
35887092,20000,279,1,1,lowest-spending users
40301440,50000,266,1,5, low_spending users
36921130,50000,265,1,5, low_spending users
10246673,50000,236,1,5, low_spending users
30188316,100000,228,1,0,low-moderate-spending users
6003139,20000,215,1,1,lowest-spending users
41105898,50000,206,1,5, low_spending users
43997825,20000,143,1,1,lowest-spending users
40475586,30000,129,1,1,lowest-spending users
3904601,50000,25,1,5, low_spending users
36191322,100000,356,1,0,low-moderate-spending users
43399292,100000,181,1,0,low-moderate-spending users
42363379,20000,157,1,1,lowest-spending users
49077258,10000,73,1,1,lowest-spending users
55526503,20000,12,1,1,lowest-spending users
47495876,10000,351,1,1,lowest-spending users
52286313,50000,342,1,5, low_spending users
18955126,30000,257,1,1,lowest-spending users
50011714,100000,227,1,0,low-moderate-spending users
28728454,10000,200,1,1,lowest-spending users
43882992,50000,180,1,5, low_spending users
39380658,500000,117,1,4,high-spending users
29693152,100000,93,1,0,low-moderate-spending users
49802692,50000,70,1,5, low_spending users
45874257,10000,193,1,1,lowest-spending users
41341578,50000,162,1,5, low_spending users
52295118,10000,127,1,1,lowest-spending users
29316937,20000,308,1,1,lowest-spending users
53507272,100000,306,1,0,low-moderate-spending users
40072189,10000,287,1,1,lowest-spending users
18251183,10000,271,1,1,lowest-spending users
46149304,10000,265,1,1,lowest-spending users
43342455,20000,251,1,1,lowest-spending users
52521601,20000,232,1,1,lowest-spending users
39873077,20000,79,1,1,lowest-spending users
46380954,100000,345,1,0,low-moderate-spending users
30716888,50000,310,1,5, low_spending users
5119961,50000,182,1,5, low_spending users
38279919,20000,136,1,1,lowest-spending users
43267350,20000,70,1,1,lowest-spending users
10814409,50000,24,1,5, low_spending users
35498065,10000,325,1,1,lowest-spending users
53211306,20000,274,1,1,lowest-spending users
33851528,50000,267,1,5, low_spending users
41236460,30000,265,1,1,lowest-spending users
8171146,30000,261,1,1,lowest-spending users
53148793,100000,221,1,0,low-moderate-spending users
46669283,100000,179,1,0,low-moderate-spending users
50463724,300000,156,1,2,moderate-spending users
39318474,10000,88,1,1,lowest-spending users
59318803,10000,78,1,1,lowest-spending users
21455329,10000,236,1,1,lowest-spending users
42252293,10000,125,1,1,lowest-spending users
2494033,200000,86,1,2,moderate-spending users
51993985,100000,32,1,0,low-moderate-spending users
26845132,50000,357,1,5, low_spending users
42349791,50000,337,1,5, low_spending users
47739405,50000,211,1,5, low_spending users
54289589,20000,93,1,1,lowest-spending users
42133195,50000,89,1,5, low_spending users
27449891,150000,40,2,0,low-moderate-spending users
4182714,100000,76,1,0,low-moderate-spending users
46027524,20000,12,1,1,lowest-spending users
51763449,10000,302,1,1,lowest-spending users
34201328,10000,203,1,1,lowest-spending users
41893061,20000,200,1,1,lowest-spending users
49779492,30000,155,1,1,lowest-spending users
47877736,100000,67,1,0,low-moderate-spending users
24447130,100000,348,1,0,low-moderate-spending users
47392828,50000,172,1,5, low_spending users
53151286,20000,107,1,1,lowest-spending users
39472886,10000,78,1,1,lowest-spending users
48053436,20000,35,1,1,lowest-spending users
7218084,50000,343,1,5, low_spending users
46354602,10000,328,1,1,lowest-spending users
18113565,10000,299,1,1,lowest-spending users
43827403,10000,285,1,1,lowest-spending users
46739645,100000,111,2,0,low-moderate-spending users
43668866,50000,226,1,5, low_spending users
36419663,10000,140,1,1,lowest-spending users
28025241,20000,93,1,1,lowest-spending users
